chart,version,variant,lane,lane_label,state,reason,next_action,support_artifact,owner,completion_class,command
prometheus-community/prometheus-adapter,5.3.0,default,L,local-live,blocked,"local-live blocked: api-version-unsupported: apply: error: resource mapping not found for name: ""v1beta1.custom.metrics.k8s.io"" namespace: """" from ""STDIN"": no matches for kind ""APIService"" in version ""apiregistration.k8s.io/v1beta1"" ensure CRDs are ins","Use a supported chart version, compatibility base, or target Kubernetes profile before rerun.",runs/next80-local-kind/prometheus-community-prometheus-adapter-5.3.0-default/observation-receipt.yaml,api-version-unsupported,needs-modeling,npm run live-parity:run -- --recipe recipes/prometheus-community/prometheus-adapter/5.3.0 --base default
prometheus-community/prometheus-adapter,5.3.0,default,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
prometheus-community/prometheus-adapter,5.3.0,default,P,live-helm-vs-confighub-parity,blocked,capability-profile: rendered APIService version is not served by target Kubernetes,"Use or promote the base rendered for the target API set, then rerun live parity. For prometheus-adapter on modern Kubernetes, use the apiservice-v1-capability base.",recipes/prometheus-community/prometheus-adapter/5.3.0/CATALOG.md,catalog,needs-modeling,npm run live-parity:run -- --recipe recipes/prometheus-community/prometheus-adapter/5.3.0 --base default
prometheus-community/prometheus-adapter,5.3.0,default,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/prometheus-adapter-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus-blackbox-exporter,11.10.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus-blackbox-exporter,11.10.0,cluster-metrics-readonly,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/prometheus-blackbox-exporter-cluster-metrics-readonly-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus-blackbox-exporter,11.10.0,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/prometheus-blackbox-exporter-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
prometheus-community/prometheus-node-exporter,4.55.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus-node-exporter,4.55.0,cluster-metrics-readonly,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/prometheus-node-exporter-cluster-metrics-readonly-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
prometheus-community/prometheus-node-exporter,4.55.0,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/prometheus-node-exporter-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
prometheus-community/prometheus-operator-crds,29.0.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus-operator-crds,29.0.0,cluster-metrics-readonly,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus-operator-crds,29.0.0,default,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
prometheus-community/prometheus-operator-crds,29.0.0,default,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/cl-prometheus-operator-crds-29-0-0-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus-pushgateway,3.6.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus-pushgateway,3.6.0,cluster-metrics-readonly,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus-pushgateway,3.6.0,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/cl-prometheus-pushgateway-3-6-0-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
prometheus-community/prometheus,29.8.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus,29.8.0,default,K,two-cluster-kind,todo,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,runs/live-kind-parity/prometheus-community-prometheus-default/receipt.yaml,either,needs-run,
prometheus-community/prometheus,29.8.0,default,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/prometheus-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus,29.8.0,prod-us-east,promotion,variant-promotion (not-applicable-derived-variant),not-applicable-derived-variant,derived ConfigHub variant creation is not the base-variant promotion lane,use the derived variant receipts and target-bound lane for this downstream variant,runs/derived-variant-execution/prometheus-prod-us-east/variant-create-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus,29.8.0,prod-us-east,promotion,variant-promotion (not-applicable-derived-variant),not-applicable-derived-variant,derived ConfigHub variant creation is not the base-variant promotion lane,use the derived variant receipts and target-bound lane for this downstream variant,runs/derived-variant-target-bound/prometheus-server-only-prod-us-east/receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus,29.8.0,server-only-ephemeral,K,two-cluster-kind,todo,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,runs/live-kind-parity/prometheus-community-prometheus-server-only-ephemeral/receipt.yaml,either,needs-run,
prometheus-community/prometheus,29.8.0,server-only-ephemeral,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/prometheus-server-only-ephemeral-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus,29.8.0,staging-eu-west,promotion,variant-promotion (not-applicable-derived-variant),not-applicable-derived-variant,derived ConfigHub variant creation is not the base-variant promotion lane,use the derived variant receipts and target-bound lane for this downstream variant,runs/derived-variant-execution/prometheus-staging-eu-west/variant-create-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus,29.8.0,staging-eu-west,promotion,variant-promotion (not-applicable-derived-variant),not-applicable-derived-variant,derived ConfigHub variant creation is not the base-variant promotion lane,use the derived variant receipts and target-bound lane for this downstream variant,runs/derived-variant-target-bound/prometheus-server-only-staging-eu-west/receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus,29.9.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus,29.9.0,default,G,gitops-oci-live,watch,gitops-runtime: StatefulSet OutOfSync health Healthy (parity passed),"Review the controller-health residue (aggregate vs per-resource health, sync state) and refresh the gitops-runtime-review support artifact.",recipes/prometheus-community/prometheus/29.9.0/gitops-runtime-review.yaml,needs GitOps controller-health review,already-decided,npm run live-parity:run -- --recipe recipes/prometheus-community/prometheus/29.9.0 --base default
prometheus-community/prometheus,29.9.0,default,P,live-helm-vs-confighub-parity,watch,gitops-runtime: StatefulSet OutOfSync health Healthy (parity passed),"Review the controller-health residue (aggregate vs per-resource health, sync state) and refresh the gitops-runtime-review support artifact.",recipes/prometheus-community/prometheus/29.9.0/gitops-runtime-review.yaml,needs GitOps controller-health review,already-decided,npm run live-parity:run -- --recipe recipes/prometheus-community/prometheus/29.9.0 --base default
prometheus-community/prometheus,29.9.0,default,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/cl-prometheus-29-9-0-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
