rank,chart,source_version,current_recipe_version,proof_match_basis,version_match,source_status,recipe_status,package_status,variant_status,proof_status,catalog_status,production_readiness,supported_variants,next_action,source_features,recipe_path,package_path,support_level,supported_scopes,candidate_variants,current_risk,source_classification,source_problem_score,source_pre_recipe_risk_count,source_lifecycle_policy_count,source_early_policy_count,source_generated_facts_count,source_install_operate_count,lookup_count,rand_count,cert_count,time_uuid_count,required_fail_count,tpl_count,capabilities_api_count,capabilities_kube_version_count,hooks_count,crd_files_count,cluster_roles_count,webhooks_count,api_services_count,stateful_sets_count,pvc_count,secrets_count,dependencies_declared,dependency_lock_present,non_exact_dependency_constraints,proof_tier,proof_variant_count,proof_revision_count,proof_rendered_object_count,proof_first_rendered_sha256,proof_semantic_matches,proof_scan_results,proof_gate_results,proof_scan_high,proof_scan_medium,proof_scan_low,proof_control_categories,proof_uses_lookup,proof_uses_generated_facts,proof_uses_capabilities,proof_uses_tpl,proof_has_extension_slots,proof_receipts,weirdness_note,source_repository_url,source_archive_sha256,old_matrix_scan_status,old_matrix_error
414,jfrog/artifactory-jcr,107.146.13,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,66,1,0,5,12,1,4,6,4,2,37,335,10,13,0,0,0,0,0,4,6,18,2,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.jfrog.io,dde06ed955b5bffeae6fc7552d25db2e7bfbade2e978f2c921dcb0e4061d0665,scanned,
415,datawire/emissary-ingress,8.12.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities;cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,7,0,0,1,0,1,0,0,0,0,0,6,4,0,0,0,12,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://getambassador.io/,0ca988010b5caab6ed499a497898e2d3809267caab4d3c7a1b30781e5837cd91,scanned,
416,gitlab-jh/gitlab,9.11.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac;webhooks;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,77,1,1,5,40,4,13,14,6,19,60,152,33,49,1,18,57,4,0,17,14,22,6,true,12,,0,0,0,,,,,,,,,,,,,,,,https://charts.gitlab.cn,4eeb475725b263035de97b90ee98c11f513e691522cdc05347e486cd86306976,scanned,
417,rimusz/hostpath-provisioner,0.2.13,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,10,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.rimusz.net,fc63c56623aad0400797cbe446ab94583a108d43bdbacd495c5aa717a479ebdb,scanned,
418,imgproxy/imgproxy,1.1.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;tpl;capabilities,,,none,,,not-yet-proved,P1 compiler policy needed,21,0,0,2,1,0,0,0,0,1,8,1,0,5,0,0,0,0,0,0,0,2,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.imgproxy.net/,5b2a4ec44041dffa4f520ffb08b6a32da41b6260c1010494f6be765afc6dcdac,scanned,
419,influxdata/influxdb,4.12.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,15,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.influxdata.com/,b04cb2839c4e85e4afc0be17433be3bc9a5cff04be5591d3c9b21f56bb2dd965,scanned,
420,postgres-operator/postgres-operator,1.15.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;crds;cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,4,0,0,0,0,2,0,0,0,0,0,14,0,0,0,3,6,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://opensource.zalando.com/postgres-operator/charts/postgres-operator,9f3edc3d796105c02c04eaae28a78e58fb08c1847a9de012245fd6ac2c0d2c00,scanned,
421,cetic/postgresql,0.2.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,5,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://cetic.github.io/helm-charts,c915562ca71e9db86a6f093d8a6489fa230307b89b8c68549297fa08d9e70470,scanned,
422,groundhog2k/rabbitmq,2.3.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://groundhog2k.github.io/helm-charts/,3c21296f57a14ef6e4c1f6b6b848333e1e0175432674b6cf2456796596461a97,scanned,
423,redash/redash,4.0.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,44,0,0,5,18,1,11,11,4,3,15,49,4,2,0,0,0,0,0,5,8,10,2,true,0,,0,0,0,,,,,,,,,,,,,,,,https://getredash.github.io/contrib-helm-chart/,b6627b35cb58356f7b1eb851a6345e83341693c531f0171f6fe0d45ac2d4617d,scanned,
424,halkeye/synapse,0.40.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,60,1,0,4,16,1,11,11,4,1,16,34,0,9,0,0,0,0,0,6,2,8,2,true,4,,0,0,0,,,,,,,,,,,,,,,,https://halkeye.github.io/helm-charts/,51aee7d3f95e1b77faa0c0ef9c9533e7a72c318abad229f06b05f225eae40b68,scanned,
425,vaultwarden/vaultwarden,0.36.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,17,0,0,3,0,1,0,0,0,0,0,5,1,1,0,0,0,0,0,1,1,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://guerzon.github.io/vaultwarden,c370907a7edd7e668263efc19048008430f5250263269c0bc4b4c5f2ac2bfd90,scanned,
426,cetic/zabbix,3.1.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,33,0,0,4,2,1,1,1,0,1,0,0,3,6,0,0,0,0,0,2,0,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://cetic.github.io/helm-charts,63460f3f85e2a67c5f4cba4c93c684dcb86adaf30a52e6a8c9cce5011ac64299,scanned,
427,connector/connector,0.1.35,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",plain-ish,,,none,,,not-yet-proved,P2 recipe/render/install policy,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://twingate.github.io/helm-charts,adda3a1fe3dea9b6f68de3bad43ed6033184ab364697ec1443f0d0f1205f683e,scanned,
428,elastic/eck-stack,0.19.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,8,0,0,0,0,1,0,0,0,0,29,11,0,0,0,0,3,0,0,0,0,0,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.elastic.co,5291c7d49899e55e0c9e8195c9e5e60cc2e1a15f6a5910262305e7e7578bd93f,scanned,
429,kube-starrocks/kube-starrocks,1.11.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities;crds;cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,13,0,0,2,0,2,0,0,0,0,9,0,3,0,0,1,2,0,0,0,0,2,2,false,0,,0,0,0,,,,,,,,,,,,,,,,https://starrocks.github.io/starrocks-kubernetes-operator,47791c083012818d7d8cf885b2549eca4141dea7700f4ed4db387ec2a6a6d690,scanned,
430,ngrok/ngrok-operator,0.23.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;cluster-rbac,,,none,,,source-risk-no-proof,P0 source/dependency risk,63,1,0,5,5,2,3,5,0,0,2,4,2,1,0,0,24,0,0,0,0,1,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.ngrok.com,57c7fd2fefbda4af35f766de41a6f2b0ba44a59c5884f471f51a0e528cb6851e,scanned,
431,open-feature-operator/open-feature-operator,0.9.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",crds;cluster-rbac;webhooks,,,none,,,not-yet-proved,P2 recipe/render/install policy,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,2,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://open-feature.github.io/open-feature-operator,5358af6fd2996ef6b8eb8a3a6dfaa0291c1528a9be9a7bb97463fb7c31c80d51,scanned,
432,telepresence-oss/telepresence-oss,2.28.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;capabilities;cluster-rbac;webhooks,,,none,,,not-yet-proved,P1 compiler policy needed,29,0,0,2,6,2,3,0,6,0,7,0,0,4,0,0,8,1,0,0,0,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,oci://ghcr.io/telepresenceio/telepresence-oss,623247188bd3dc2fd13f0ae946c7f7deba9930877710f79e658e54b735f6f514,scanned,"Error: looks like ""oci://ghcr.io/telepresenceio/telepresence-oss"" is not a valid chart repository or cannot be reached: failed to perform ""FetchReference"" on source: invalid reference
"
433,csi-driver-smb/csi-driver-smb,1.20.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/kubernetes-csi/csi-driver-smb/master/charts,fd5f708832805f93a9832c791ddd22cd99af2cdc04749a6e89c90355d8fe16a2,scanned,
434,evryfs-oss/dependency-track,1.5.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,62,1,0,4,15,1,4,13,2,0,4,13,0,7,0,0,0,0,0,2,1,2,2,true,3,,0,0,0,,,,,,,,,,,,,,,,https://evryfs.github.io/helm-charts/,4a588946b1553ff42d79d9075b3b9ac8e718a7a1127850aff8506ea75d342d4c,scanned,
435,factorio-server-charts/factorio-server-charts,2.5.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,9,0,0,2,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,3,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://sqljames.github.io/factorio-server-charts/,ec83aad5f451f296add109efe2c158de7ff6572403029d4a573b677375964874,scanned,
436,falcon-helm/falcon-sensor,1.36.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;capabilities;cluster-rbac;webhooks,,,none,,,not-yet-proved,P1 compiler policy needed,31,0,0,2,3,2,4,1,2,0,9,0,0,2,0,0,4,1,0,0,0,6,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://crowdstrike.github.io/falcon-helm,f507b58b5ab82915f808d9413ffd861bcb1e301345da745c2134532593079bcc,scanned,
437,bitnami/fluent-bit,3.1.13,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;cluster-rbac,,,none,,,source-risk-no-proof,P0 source/dependency risk,61,1,0,5,7,1,3,5,2,0,0,4,2,1,0,0,2,0,0,0,0,2,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,566716b5db56fe8840daa185300984a3c0fa092dd35f8d3b7cc685455e3e9013,scanned,
438,utkuozdemir/jellyfin,2.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,9,0,0,2,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://utkuozdemir.org/helm-charts,d2a7ce09d693bf5154a9642aa897ab48cc31f0b457b3785da64950d78264c9f3,scanned,
439,k8gb/k8gb,0.19.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;tpl;capabilities;crds;cluster-rbac,,,none,,,not-yet-proved,P1 compiler policy needed,19,0,0,1,2,2,0,0,0,2,7,13,1,0,0,1,10,0,0,0,0,1,1,true,0,,0,0,0,,,,,,,,,,,,,,,,https://www.k8gb.io,e4e676ee7f9650193d69f426a922cf63715dbd0444a13e83e91d69e87591b71b,scanned,
440,k8up/k8up,4.9.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;crds;cluster-rbac,,,none,,,not-yet-proved,P1 compiler policy needed,10,0,0,0,2,2,0,0,0,2,0,0,0,0,0,9,7,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://k8up-io.github.io/k8up,66c78a074ab3f9fe4c29147d4635c1dc64f76292184404efdb859f513b66bc69,scanned,
441,linkerd2/linkerd-jaeger,30.12.11,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;cluster-rbac;webhooks,,,none,,,not-yet-proved,P1 compiler policy needed,13,0,0,0,1,2,0,0,1,0,6,0,0,0,0,0,2,1,0,0,0,1,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.linkerd.io/stable,6bd18b3de1af10b4117816382fd772253f270e0e974c34a0828812aa82ce65a5,scanned,
442,neo4j-helm-charts/neo4j,2026.4.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,36,0,0,3,1,1,10,1,0,0,65,2,0,2,0,0,0,0,0,1,0,2,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://neo4j.github.io/helm-charts/,781407ed1b521b1fe115526f5ee82a4a4a593855669a1a7ebb251942a0ff2c0b,scanned,
443,openclaw-helm/openclaw,1.5.39,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,16,0,0,2,0,1,0,0,0,0,61,89,2,5,0,0,0,0,0,1,1,1,2,true,0,,0,0,0,,,,,,,,,,,,,,,,https://serhanekicii.github.io/openclaw-helm,cf72555680cfca439d6bc2baeb721e6f56b933e0c227ed8a33e7bb9ffd5acbe0,scanned,
444,helm-openldap/openldap,2.0.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,39,1,0,2,1,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,false,2,,0,0,0,,,,,,,,,,,,,,,,https://jp-gouin.github.io/helm-openldap/,13d4b44af041fcc9eba8179414a73a6da517d5439a9087228a46d9bd71b74ff0,scanned,
445,stenic/openvpn-as,0.1.9,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,9,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.stenic.io/,e5dc06f66551ee0ebbee97e12628af56c567f5a2bcc8833fabbea07e07dbefe5,scanned,
446,prometheus-community/prometheus-cloudwatch-exporter,0.28.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities;cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,15,0,0,3,0,1,0,0,0,0,0,1,3,3,0,0,2,0,0,0,0,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://prometheus-community.github.io/helm-charts,08092b2ee466c626118281512da3b147206172aea72b58203e6a7eaa31aca631,scanned,
447,community-charts/pypiserver,0.1.9,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities,,,none,,,not-yet-proved,P2 recipe/render/install policy,8,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://community-charts.github.io/helm-charts,b4e7272d8daa3127025c073b5409e3f08b19eca9d9786031b75ac959b899cc6c,scanned,
448,grafana-community/tempo-distributed,2.23.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;crds;cluster-rbac;webhooks;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,43,0,0,4,5,4,2,1,0,2,5,104,3,20,0,13,8,4,0,9,3,6,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://grafana-community.github.io/helm-charts/,675c4f979b80feb80704ab4a5e788887ec03259772203fb84cf92f4a2ef7b3d8,scanned,
449,yugabyte/yugabyte,2025.2.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,28,0,0,2,3,1,2,0,2,1,8,0,1,0,0,0,0,0,0,1,0,8,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.yugabyte.com,9dd0979a7f231fc5f714da2ee2dfa0d036315a75aa89e5ca5759c6c16f2d8195,scanned,
450,smallstep/autocert,1.20.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities;cluster-rbac;webhooks,,,none,,,not-yet-proved,P2 recipe/render/install policy,17,0,0,3,0,2,0,0,0,0,1,0,0,3,0,0,4,1,0,0,0,8,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://smallstep.github.io/helm-charts/,e98ab3aa23f311a995880c33d270bc05de3364b698d60ea322d9d30b5b83761a,scanned,
451,aws/aws-cloudwatch-metrics,0.0.11,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://aws.github.io/eks-charts,3b2edf8038c19eb4bc5590e0337a7f76ff1c9f7266529710305b3aa3fe5cd918,scanned,
452,aws-ebs-csi-driver/aws-ebs-csi-driver,2.60.1,2.60.1,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,tpl;capabilities;cluster-rbac,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/recipe.yaml,packages/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1,machine-proof-only,,default,proof-grade-needs-variants,P2 recipe/render/install policy,18,0,0,3,0,1,0,0,0,0,3,3,11,3,0,0,14,0,0,0,0,0,0,false,0,next80-full,1,1,19,ae9f0b30339870e7bab818ea4eb299e5393416b5efd5053dd5800017373bb3a7,19/19,warn,warn,0,11,0,capability-profile;cluster-rbac;dependency-lock;helm-equivalence;lifecycle-policy;rendered-manifest-scan;source-lock;tpl-extension-slots;variant-revision,false,false,true,true,false,helmEquivalence;installGate;render;scan,,https://kubernetes-sigs.github.io/aws-ebs-csi-driver/,800d52ecc906445a8b6f3553b671edd37a5fc5355c6a8cb879ea8d043223ea7e,scanned,
453,dapr/dapr,1.18.0-rc.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;tpl;capabilities;crds;cluster-rbac;webhooks;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,25,0,0,2,0,4,1,0,0,0,3,55,5,0,0,7,10,1,0,2,2,1,7,false,0,,0,0,0,,,,,,,,,,,,,,,,https://dapr.github.io/helm-charts/,0f9f79cbdec550291bec598625386e51467ef08b00118868cc692bb489a88bc2,scanned,
